CANNOT chose from супоръ	 to 	супои, сугръ	 distance == 2
CANNOT chose from порѣи	 to 	перси, рѣи, еврѣи	 distance == 2
CANNOT chose from рѣшати	 to 	рѣзати, мѣшати, вѣшати	 distance == 1
CANNOT chose from анфира	 to 	анфимъ, панфиръ	 distance == 2
CANNOT chose from отравление	 to 	управление, обавление, оставление	 distance == 2
CANNOT chose from волшба	 to 	волхва, волга, волна, полуба, молба, волога, полша	 distance == 2
CANNOT chose from донь	 to 	день, донъ	 distance == 1
CANNOT chose from мѣдь	 to 	медъ, мѣль	 distance == 1
CANNOT chose from бловь	 to 	слово, бчевь, ловъ, кловъ, уловъ	 distance == 2
CANNOT chose from настасия	 to 	настася, анастасия	 distance == 1
CANNOT chose from стрижець	 to 	стрѣлець, стрежень	 distance == 2
CANNOT chose from пинигъ	 to 	пирогъ, пинокъ	 distance == 2
CANNOT chose from выплюнути	 to 	выпихнути, плюнути	 distance == 2
CANNOT chose from завидъ	 to 	давыдъ, заходъ, навинъ, заимъ, западъ, завѣтъ, видъ, задъ	 distance == 2
CANNOT chose from приклѣщити	 to 	приклонити, прилѣпити, приключити	 distance == 2
CANNOT chose from крѣмонъ	 to 	дѣмонъ, артемонъ, игемонъ	 distance == 2
CANNOT chose from фермие	 to 	перие, терние	 distance == 2
CANNOT chose from поравнати	 to 	подавати, помавати, порвати	 distance == 2
CANNOT chose from взрѣзати	 to 	изрѣзати, вырѣзати	 distance == 1
CANNOT chose from тураний	 to 	тарасий, куриний	 distance == 2
CANNOT chose from суринъ	 to 	саринъ, сиринъ	 distance == 1
CANNOT chose from взводный	 to 	розводный, безводный	 distance == 2
CANNOT chose from поражати	 to 	подражати, посажати	 distance == 1
CANNOT chose from спихати	 to 	пихати, списати, упихати	 distance == 1
CANNOT chose from телебуга	 to 	шелепуга, телѣга	 distance == 2
CANNOT chose from полѣтати	 to 	полетѣти, полежати, пометати	 distance == 1
CANNOT chose from кояръ	 to 	корь, киръ, куръ	 distance == 2
CANNOT chose from ваара	 to 	варя, ватрь, накра, варвара, навара, сарра, фара, зара, ваалъ, опара, врата, вира, вѣра	 distance == 2
CANNOT chose from премудрый	 to 	прѣщедрый, прѣчудный	 distance == 2
CANNOT chose from савий	 to 	сирий, славлий, сани, флавий, исакий, арий, сава	 distance == 2
CANNOT chose from гремѣти	 to 	погремѣти, грѣти	 distance == 2
CANNOT chose from папосъ	 to 	запасъ, амосъ, сапогъ, поносъ, парусъ	 distance == 2
CANNOT chose from предтещи	 to 	подтещи, притещи	 distance == 2
CANNOT chose from лавица	 to 	латина, лжица, ланита, лавка, дѣвица, галица, лисица, яловица	 distance == 2
CANNOT chose from радило	 to 	кадило, садило	 distance == 1
CANNOT chose from поспѣхъ	 to 	посмѣхъ, доспѣхъ	 distance == 1
CANNOT chose from моль	 to 	соль, мовь, мѣль, мощь	 distance == 1
CANNOT chose from дробитель	 to 	обитель, родитель	 distance == 2
CANNOT chose from бориславъ	 to 	моиславъ, болеславъ	 distance == 2
CANNOT chose from выверечи	 to 	вывѣтрѣти, вытерети	 distance == 2
CANNOT chose from щуръ	 to 	туръ, куръ, фуръ	 distance == 1
CANNOT chose from отплути	 to 	отпрѣти, отпѣти, отпасти	 distance == 2
CANNOT chose from ушица	 to 	утица, улица	 distance == 1
CANNOT chose from махание	 to 	метание, шатание, назание, дыхание	 distance == 2
CANNOT chose from страшити	 to 	устрашити, страшати	 distance == 1
CANNOT chose from шюмский	 to 	вамский, римский, земский, людский, ямский	 distance == 2
CANNOT chose from младший	 to 	младый, сладкий, гладкий	 distance == 2
CANNOT chose from попродати	 to 	попрати, продати, упродати	 distance == 2
CANNOT chose from бчельный	 to 	обельный, больный	 distance == 2
CANNOT chose from балаи	 to 	галуи, бака, пали, ратаи, налои, бѣла, сараи, баба	 distance == 2
CANNOT chose from туждий	 to 	чужий, тяжкий, мужний	 distance == 2
CANNOT chose from лысто	 to 	лесть, листъ, листь, листе	 distance == 2
CANNOT chose from дуновение	 to 	мгновение, мановение	 distance == 2
CANNOT chose from старица	 to 	отарица, старина	 distance == 1
CANNOT chose from общение	 to 	пощение, мщение, биение, рощение	 distance == 2
CANNOT chose from отвѣтный	 to 	цвѣтный, свѣтный	 distance == 2
CANNOT chose from власти	 to 	впасти, класти	 distance == 1
CANNOT chose from строгати	 to 	стрежати, стегати	 distance == 2
CANNOT chose from прихватити	 to 	приварити, привабити, похватити, приквасити, привалити, прикатити	 distance == 2
CANNOT chose from вассъ	 to 	воскъ, квасъ, васянъ, часъ, власъ, ваалъ, вѣсъ, валъ	 distance == 2
CANNOT chose from фрязи	 to 	грязь, фрягъ	 distance == 2
CANNOT chose from грознъ	 to 	гроза, горнъ	 distance == 2
CANNOT chose from испрашати	 to 	устрашати, впрашати, прашати, исплатати, исправити, страшати	 distance == 2
CANNOT chose from гавийнъ	 to 	гаваонъ, навинъ	 distance == 2
CANNOT chose from задний	 to 	зимний, зарный	 distance == 2
CANNOT chose from захождение	 to 	исхождение, нахожение	 distance == 2
CANNOT chose from пожечи	 to 	пожещи, поречи, попечи	 distance == 1
CANNOT chose from геонский	 to 	женский, елеонский, конский	 distance == 2
CANNOT chose from испрати	 to 	спати, испытати, попрати, избрати, испущати, сдрати, испужати, срати, испасти, исписати, опрати, играти, исткати, искати, испивати, испити, исправити	 distance == 2
CANNOT chose from изворочати	 to 	ворочати, изволочити	 distance == 2
CANNOT chose from вмѣщение	 to 	велѣние, взвѣщение, вещание, мщение, смѣрение, оцѣщение, смѣшение	 distance == 2
CANNOT chose from шнека	 to 	инока, янка	 distance == 2
CANNOT chose from угаждати	 to 	жаждати, угасати, сграждати, сгадати, гадати, вгажати, угожати	 distance == 2
CANNOT chose from врети	 to 	врещи, грети	 distance == 1
CANNOT chose from истирати	 to 	искивати, истязати, отирати, исщипати, затирати, сдирати, сбирати, вытирати, исписати, истекати, исткати, истеряти, истерти, сзирати, испивати, исчитати	 distance == 2
CANNOT chose from хевронъ	 to 	неронъ, меронъ	 distance == 2
CANNOT chose from горный	 to 	гордый, годный	 distance == 1
CANNOT chose from ѣмь	 to 	семь, ямь	 distance == 1
CANNOT chose from хизина	 to 	хиона, тишина, ирина, ширина	 distance == 2
CANNOT chose from испытывати	 to 	испытати, оспытовати	 distance == 2
CANNOT chose from ущкнути	 to 	усѣкнути, унзнути, успнути, усхнути, рикнути, рыкнути, утнути, утонути, увянути, уснути	 distance == 2
CANNOT chose from елфемъ	 to 	едемъ, ефрѣмъ, шлѣмъ, ефесъ	 distance == 2
